date,    spx
15-Jul-1993, 449.22
16-Jul-1993, 445.75
19-Jul-1993, 446.03
20-Jul-1993, 447.31
21-Jul-1993, 447.18
22-Jul-1993, 444.51
23-Jul-1993, 447.10
26-Jul-1993, 449.09
27-Jul-1993, 448.24
28-Jul-1993, 447.19
29-Jul-1993, 450.24
30-Jul-1993, 448.13
2-Aug-1993,  450.15
3-Aug-1993,  449.27
4-Aug-1993,  448.54
5-Aug-1993,  448.13
6-Aug-1993,  448.68
9-Aug-1993,  450.72
10-Aug-1993, 449.45
11-Aug-1993, 450.46
12-Aug-1993, 448.96
13-Aug-1993, 450.14
16-Aug-1993, 452.38
17-Aug-1993, 453.13
18-Aug-1993, 456.04
19-Aug-1993, 456.43
20-Aug-1993, 456.16
23-Aug-1993, 455.23
24-Aug-1993, 459.77
25-Aug-1993, 460.13
26-Aug-1993, 461.04
27-Aug-1993, 460.54
30-Aug-1993, 461.90
31-Aug-1993, 463.56
1-Sep-1993,  463.15
2-Sep-1993,  461.30
3-Sep-1993,  461.34
7-Sep-1993,  458.52
8-Sep-1993,  456.65
9-Sep-1993,  457.50
10-Sep-1993, 461.72
13-Sep-1993, 462.06
14-Sep-1993, 459.90
15-Sep-1993, 461.60
16-Sep-1993, 459.43
17-Sep-1993, 458.83
20-Sep-1993, 455.05
21-Sep-1993, 452.95
22-Sep-1993, 456.20
23-Sep-1993, 457.74
24-Sep-1993, 457.63
27-Sep-1993, 461.80
28-Sep-1993, 461.53
29-Sep-1993, 460.11
30-Sep-1993, 458.93
1-Oct-1993,  461.28
4-Oct-1993,  461.34
5-Oct-1993,  461.20
6-Oct-1993,  460.74
7-Oct-1993,  459.18
8-Oct-1993,  460.31
11-Oct-1993, 460.88
12-Oct-1993, 461.12
13-Oct-1993, 461.49
14-Oct-1993, 466.83
15-Oct-1993, 469.50
18-Oct-1993, 468.45
19-Oct-1993, 466.21
20-Oct-1993, 466.07
21-Oct-1993, 465.36
22-Oct-1993, 463.27
25-Oct-1993, 464.20
26-Oct-1993, 464.30
27-Oct-1993, 464.61
28-Oct-1993, 467.73
29-Oct-1993, 467.83
1-Nov-1993,  469.10
2-Nov-1993,  468.44
3-Nov-1993,  463.02
4-Nov-1993,  457.49
5-Nov-1993,  459.57
8-Nov-1993,  460.21
9-Nov-1993,  460.33
10-Nov-1993, 463.72
11-Nov-1993, 462.64
12-Nov-1993, 465.39
15-Nov-1993, 463.75
16-Nov-1993, 466.74
17-Nov-1993, 464.81
18-Nov-1993, 463.62
19-Nov-1993, 462.60
22-Nov-1993, 459.13
23-Nov-1993, 461.03
24-Nov-1993, 462.36
26-Nov-1993, 463.06
29-Nov-1993, 461.90
30-Nov-1993, 461.79
1-Dec-1993,  461.89
2-Dec-1993,  463.11
3-Dec-1993,  464.89
6-Dec-1993,  466.43
7-Dec-1993,  466.76
8-Dec-1993,  466.29
9-Dec-1993,  464.18
10-Dec-1993, 463.93
13-Dec-1993, 465.70
14-Dec-1993, 463.06
15-Dec-1993, 461.84
16-Dec-1993, 463.34
17-Dec-1993, 466.38
20-Dec-1993, 465.85
21-Dec-1993, 465.30
22-Dec-1993, 467.32
23-Dec-1993, 467.38
27-Dec-1993, 470.54
28-Dec-1993, 470.94
29-Dec-1993, 470.58
30-Dec-1993, 468.64
31-Dec-1993, 466.45
3-Jan-1994,  465.44
4-Jan-1994,  466.89
5-Jan-1994,  467.55
6-Jan-1994,  467.12
7-Jan-1994,  469.90
10-Jan-1994, 475.27
11-Jan-1994, 474.13
12-Jan-1994, 474.17
13-Jan-1994, 472.47
14-Jan-1994, 474.91
17-Jan-1994, 473.25
18-Jan-1994, 474.25
19-Jan-1994, 474.30
20-Jan-1994, 474.98
21-Jan-1994, 474.72
24-Jan-1994, 471.97
25-Jan-1994, 470.92
26-Jan-1994, 473.20
27-Jan-1994, 477.05
28-Jan-1994, 478.70
31-Jan-1994, 481.61
1-Feb-1994,  479.62
2-Feb-1994,  482.00
3-Feb-1994,  480.71
4-Feb-1994,  469.81
7-Feb-1994,  471.76
8-Feb-1994,  471.05
9-Feb-1994,  472.77
10-Feb-1994, 468.93
11-Feb-1994, 470.18
14-Feb-1994, 470.23
15-Feb-1994, 472.52
16-Feb-1994, 472.79
17-Feb-1994, 470.34
18-Feb-1994, 467.69
22-Feb-1994, 471.46
23-Feb-1994, 470.69
24-Feb-1994, 464.26
25-Feb-1994, 466.07
28-Feb-1994, 467.14
1-Mar-1994,  464.44
2-Mar-1994,  464.81
3-Mar-1994,  463.01
4-Mar-1994,  464.74
7-Mar-1994,  466.91
8-Mar-1994,  465.88
9-Mar-1994,  467.06
10-Mar-1994, 463.90
11-Mar-1994, 466.44
14-Mar-1994, 467.39
15-Mar-1994, 467.01
16-Mar-1994, 469.42
17-Mar-1994, 470.90
18-Mar-1994, 471.06
21-Mar-1994, 468.54
22-Mar-1994, 468.80
23-Mar-1994, 468.54
24-Mar-1994, 464.35
25-Mar-1994, 460.58
28-Mar-1994, 460.00
29-Mar-1994, 452.48
30-Mar-1994, 445.55
31-Mar-1994, 445.77
4-Apr-1994,  438.92
5-Apr-1994,  448.29
6-Apr-1994,  448.05
7-Apr-1994,  450.88
8-Apr-1994,  447.10
11-Apr-1994, 449.87
12-Apr-1994, 447.57
13-Apr-1994, 446.26
14-Apr-1994, 446.38
15-Apr-1994, 446.18
18-Apr-1994, 442.46
19-Apr-1994, 442.54
20-Apr-1994, 441.96
21-Apr-1994, 448.73
22-Apr-1994, 447.63
25-Apr-1994, 452.71
26-Apr-1994, 451.87
28-Apr-1994, 449.10
29-Apr-1994, 450.91
2-May-1994,  453.02
3-May-1994,  453.03
4-May-1994,  451.72
5-May-1994,  451.38
6-May-1994,  447.82
9-May-1994,  442.32
10-May-1994, 446.01
11-May-1994, 441.49
12-May-1994, 443.75
13-May-1994, 444.14
16-May-1994, 444.49
17-May-1994, 449.37
18-May-1994, 453.69
19-May-1994, 456.48
20-May-1994, 454.92
23-May-1994, 453.20
24-May-1994, 454.81
25-May-1994, 456.34
26-May-1994, 457.06
27-May-1994, 457.33
31-May-1994, 456.51
1-Jun-1994,  457.63
2-Jun-1994,  457.65
3-Jun-1994,  460.13
6-Jun-1994,  458.88
7-Jun-1994,  458.21
8-Jun-1994,  457.06
9-Jun-1994,  457.86
10-Jun-1994, 458.67
13-Jun-1994, 459.10
14-Jun-1994, 462.37
15-Jun-1994, 460.61
16-Jun-1994, 461.93
17-Jun-1994, 458.45
20-Jun-1994, 455.48
21-Jun-1994, 451.34
22-Jun-1994, 453.09
23-Jun-1994, 449.63
24-Jun-1994, 442.80
27-Jun-1994, 447.31
28-Jun-1994, 446.07
29-Jun-1994, 447.63
30-Jun-1994, 444.27
1-Jul-1994,  446.20
5-Jul-1994,  446.37
6-Jul-1994,  446.13
7-Jul-1994,  448.38
8-Jul-1994,  449.55
11-Jul-1994, 448.06
12-Jul-1994, 447.95
13-Jul-1994, 448.73
14-Jul-1994, 453.41
15-Jul-1994, 454.16
18-Jul-1994, 455.22
19-Jul-1994, 453.86
20-Jul-1994, 451.60
21-Jul-1994, 452.61
22-Jul-1994, 453.11
25-Jul-1994, 454.25
26-Jul-1994, 453.36
27-Jul-1994, 452.57
28-Jul-1994, 454.24
29-Jul-1994, 458.26
1-Aug-1994,  461.01
2-Aug-1994,  460.56
3-Aug-1994,  461.46
4-Aug-1994,  458.40
5-Aug-1994,  457.09
8-Aug-1994,  457.89
9-Aug-1994,  457.92
10-Aug-1994, 460.30
11-Aug-1994, 458.88
12-Aug-1994, 461.95
15-Aug-1994, 461.23
16-Aug-1994, 465.01
17-Aug-1994, 465.17
18-Aug-1994, 463.17
19-Aug-1994, 463.68
22-Aug-1994, 462.31
23-Aug-1994, 464.51
24-Aug-1994, 469.03
25-Aug-1994, 468.08
26-Aug-1994, 473.80
29-Aug-1994, 474.59
30-Aug-1994, 476.07
31-Aug-1994, 475.50
1-Sep-1994,  473.17
2-Sep-1994,  470.99
6-Sep-1994,  471.86
7-Sep-1994,  470.99
8-Sep-1994,  473.14
9-Sep-1994,  468.18
12-Sep-1994, 466.21
13-Sep-1994, 467.52
14-Sep-1994, 468.80
15-Sep-1994, 474.81
16-Sep-1994, 471.19
19-Sep-1994, 470.85
20-Sep-1994, 463.36
21-Sep-1994, 461.46
22-Sep-1994, 461.27
23-Sep-1994, 459.67
26-Sep-1994, 460.82
27-Sep-1994, 462.05
28-Sep-1994, 464.81
29-Sep-1994, 462.24
30-Sep-1994, 462.71
3-Oct-1994,  461.74
4-Oct-1994,  454.59
5-Oct-1994,  453.52
6-Oct-1994,  452.36
7-Oct-1994,  455.10
10-Oct-1994, 459.04
11-Oct-1994, 465.79
12-Oct-1994, 465.47
13-Oct-1994, 467.79
14-Oct-1994, 469.10
17-Oct-1994, 468.96
18-Oct-1994, 467.66
19-Oct-1994, 470.28
20-Oct-1994, 466.85
21-Oct-1994, 464.89
24-Oct-1994, 460.83
25-Oct-1994, 461.52
26-Oct-1994, 462.61
27-Oct-1994, 465.85
28-Oct-1994, 473.77
31-Oct-1994, 472.35
1-Nov-1994,  468.42
2-Nov-1994,  466.51
3-Nov-1994,  467.91
4-Nov-1994,  462.28
7-Nov-1994,  463.06
8-Nov-1994,  465.65
9-Nov-1994,  465.42
10-Nov-1994, 464.35
11-Nov-1994, 462.35
14-Nov-1994, 466.04
15-Nov-1994, 465.03
16-Nov-1994, 465.62
17-Nov-1994, 463.57
18-Nov-1994, 461.47
21-Nov-1994, 458.29
22-Nov-1994, 450.08
23-Nov-1994, 449.93
25-Nov-1994, 452.29
28-Nov-1994, 454.16
29-Nov-1994, 455.17
30-Nov-1994, 453.69
1-Dec-1994,  448.92
2-Dec-1994,  453.30
5-Dec-1994,  453.33
6-Dec-1994,  453.11
7-Dec-1994,  451.23
8-Dec-1994,  445.45
9-Dec-1994,  446.97
12-Dec-1994, 449.47
13-Dec-1994, 450.15
14-Dec-1994, 454.97
15-Dec-1994, 455.35
16-Dec-1994, 458.80
19-Dec-1994, 457.91
20-Dec-1994, 457.10
21-Dec-1994, 459.61
22-Dec-1994, 459.68
23-Dec-1994, 459.83
27-Dec-1994, 462.47
28-Dec-1994, 460.86
29-Dec-1994, 461.17
30-Dec-1994, 459.27
3-Jan-1995,  459.11
4-Jan-1995,  460.71
5-Jan-1995,  460.34
6-Jan-1995,  460.68
9-Jan-1995,  460.83
10-Jan-1995, 461.68
11-Jan-1995, 461.67
12-Jan-1995, 461.64
13-Jan-1995, 465.97
16-Jan-1995, 469.38
17-Jan-1995, 470.05
18-Jan-1995, 469.71
19-Jan-1995, 466.95
20-Jan-1995, 464.78
23-Jan-1995, 465.82
24-Jan-1995, 465.86
25-Jan-1995, 467.44
26-Jan-1995, 468.32
27-Jan-1995, 470.39
30-Jan-1995, 468.51
31-Jan-1995, 470.42
1-Feb-1995,  470.40
2-Feb-1995,  472.79
3-Feb-1995,  478.65
6-Feb-1995,  481.14
7-Feb-1995,  480.81
8-Feb-1995,  481.19
9-Feb-1995,  480.19
10-Feb-1995, 481.46
13-Feb-1995, 481.65
14-Feb-1995, 482.55
15-Feb-1995, 484.54
16-Feb-1995, 485.22
17-Feb-1995, 481.97
21-Feb-1995, 482.72
22-Feb-1995, 485.07
23-Feb-1995, 486.91
24-Feb-1995, 488.26
27-Feb-1995, 483.81
28-Feb-1995, 487.39
1-Mar-1995,  485.65
2-Mar-1995,  485.13
3-Mar-1995,  485.42
6-Mar-1995,  485.63
7-Mar-1995,  482.12
8-Mar-1995,  483.14
9-Mar-1995,  483.16
10-Mar-1995, 489.57
13-Mar-1995, 490.05
14-Mar-1995, 492.89
15-Mar-1995, 491.88
16-Mar-1995, 495.41
17-Mar-1995, 495.52
20-Mar-1995, 496.14
21-Mar-1995, 495.07
22-Mar-1995, 495.67
23-Mar-1995, 495.95
24-Mar-1995, 500.97
27-Mar-1995, 503.20
28-Mar-1995, 503.90
29-Mar-1995, 503.12
30-Mar-1995, 502.22
31-Mar-1995, 500.71
3-Apr-1995,  501.85
4-Apr-1995,  505.24
5-Apr-1995,  505.57
6-Apr-1995,  506.08
7-Apr-1995,  506.42
10-Apr-1995, 507.01
11-Apr-1995, 505.53
12-Apr-1995, 507.17
13-Apr-1995, 509.23
17-Apr-1995, 506.13
18-Apr-1995, 505.37
19-Apr-1995, 504.92
20-Apr-1995, 505.29
21-Apr-1995, 508.49
24-Apr-1995, 512.89
25-Apr-1995, 512.15
26-Apr-1995, 512.66
27-Apr-1995, 513.55
28-Apr-1995, 514.71
1-May-1995,  514.26
2-May-1995,  514.86
3-May-1995,  520.48
4-May-1995,  520.54
5-May-1995,  520.12
8-May-1995,  523.96
9-May-1995,  523.56
10-May-1995, 524.36
11-May-1995, 524.37
12-May-1995, 525.55
15-May-1995, 527.74
16-May-1995, 528.19
17-May-1995, 527.07
18-May-1995, 519.58
19-May-1995, 519.19
22-May-1995, 523.65
23-May-1995, 528.59
24-May-1995, 528.61
25-May-1995, 528.59
26-May-1995, 523.65
30-May-1995, 523.58
31-May-1995, 533.40
1-Jun-1995,  533.49
2-Jun-1995,  532.51
5-Jun-1995,  535.60
6-Jun-1995,  535.55
7-Jun-1995,  533.13
8-Jun-1995,  532.35
9-Jun-1995,  527.94
12-Jun-1995, 530.88
13-Jun-1995, 536.05
14-Jun-1995, 536.47
15-Jun-1995, 537.12
16-Jun-1995, 539.83
19-Jun-1995, 545.22
20-Jun-1995, 544.98
21-Jun-1995, 543.98
22-Jun-1995, 551.07
23-Jun-1995, 549.71
26-Jun-1995, 544.13
27-Jun-1995, 542.43
28-Jun-1995, 544.73
29-Jun-1995, 543.87
30-Jun-1995, 544.75
3-Jul-1995,  547.09
5-Jul-1995,  547.26
6-Jul-1995,  553.99
7-Jul-1995,  556.37
10-Jul-1995, 557.19
11-Jul-1995, 554.78
12-Jul-1995, 560.89
13-Jul-1995, 561.00
14-Jul-1995, 559.89
17-Jul-1995, 562.72
18-Jul-1995, 558.46
19-Jul-1995, 550.98
20-Jul-1995, 553.54
21-Jul-1995, 553.62
24-Jul-1995, 556.63
25-Jul-1995, 561.10
26-Jul-1995, 561.61
27-Jul-1995, 565.22
28-Jul-1995, 562.93
31-Jul-1995, 562.06
1-Aug-1995,  559.64
2-Aug-1995,  558.80
3-Aug-1995,  558.75
4-Aug-1995,  558.94
7-Aug-1995,  560.03
8-Aug-1995,  560.39
9-Aug-1995,  559.71
10-Aug-1995, 557.45
11-Aug-1995, 555.11
14-Aug-1995, 559.74
15-Aug-1995, 558.57
16-Aug-1995, 559.97
17-Aug-1995, 559.04
18-Aug-1995, 559.21
21-Aug-1995, 558.11
22-Aug-1995, 559.52
23-Aug-1995, 557.14
24-Aug-1995, 557.46
25-Aug-1995, 560.10
28-Aug-1995, 559.05
29-Aug-1995, 560.00
30-Aug-1995, 560.92
31-Aug-1995, 561.88
1-Sep-1995,  563.84
5-Sep-1995,  569.17
6-Sep-1995,  570.17
7-Sep-1995,  570.29
8-Sep-1995,  572.68
11-Sep-1995, 573.91
12-Sep-1995, 576.51
13-Sep-1995, 578.77
14-Sep-1995, 583.61
15-Sep-1995, 583.35
18-Sep-1995, 582.77
19-Sep-1995, 584.20
20-Sep-1995, 586.77
21-Sep-1995, 583.00
22-Sep-1995, 581.73
25-Sep-1995, 581.81
26-Sep-1995, 581.41
27-Sep-1995, 581.04
28-Sep-1995, 585.87
29-Sep-1995, 584.41
2-Oct-1995,  581.72
3-Oct-1995,  582.34
4-Oct-1995,  581.47
5-Oct-1995,  582.63
6-Oct-1995,  582.49
9-Oct-1995,  578.37
10-Oct-1995, 577.52
11-Oct-1995, 579.46
12-Oct-1995, 583.10
13-Oct-1995, 584.50
16-Oct-1995, 583.03
17-Oct-1995, 586.78
18-Oct-1995, 587.44
19-Oct-1995, 590.65
20-Oct-1995, 587.46
23-Oct-1995, 585.06
24-Oct-1995, 586.56
25-Oct-1995, 582.47
26-Oct-1995, 576.72
27-Oct-1995, 579.70
30-Oct-1995, 583.25
31-Oct-1995, 581.50
1-Nov-1995,  584.22
2-Nov-1995,  589.72
3-Nov-1995,  590.57
6-Nov-1995,  588.46
7-Nov-1995,  586.32
8-Nov-1995,  591.71
9-Nov-1995,  593.26
10-Nov-1995, 592.72
13-Nov-1995, 592.30
14-Nov-1995, 589.29
15-Nov-1995, 593.96
16-Nov-1995, 597.34
17-Nov-1995, 600.07
20-Nov-1995, 596.85
21-Nov-1995, 600.24
22-Nov-1995, 598.40
24-Nov-1995, 599.97
27-Nov-1995, 601.32
28-Nov-1995, 606.45
29-Nov-1995, 607.64
30-Nov-1995, 605.37
1-Dec-1995,  606.98
4-Dec-1995,  613.68
5-Dec-1995,  617.68
6-Dec-1995,  620.18
7-Dec-1995,  616.17
8-Dec-1995,  617.48
11-Dec-1995, 619.52
12-Dec-1995, 618.78
13-Dec-1995, 621.69
14-Dec-1995, 616.92
15-Dec-1995, 616.34
18-Dec-1995, 606.81
19-Dec-1995, 611.93
20-Dec-1995, 605.94
21-Dec-1995, 610.49
22-Dec-1995, 611.96
26-Dec-1995, 614.30
27-Dec-1995, 614.53
28-Dec-1995, 614.12
29-Dec-1995, 615.93
2-Jan-1996,  620.73
3-Jan-1996,  621.32
4-Jan-1996,  617.70
5-Jan-1996,  616.71
8-Jan-1996,  618.46
9-Jan-1996,  609.45
10-Jan-1996, 598.48
11-Jan-1996, 602.69
12-Jan-1996, 601.81
15-Jan-1996, 599.82
16-Jan-1996, 608.44
17-Jan-1996, 606.37
18-Jan-1996, 608.24
19-Jan-1996, 611.83
22-Jan-1996, 613.40
23-Jan-1996, 612.79
24-Jan-1996, 619.96
25-Jan-1996, 617.03
26-Jan-1996, 621.62
29-Jan-1996, 624.22
30-Jan-1996, 630.15
31-Jan-1996, 636.02
1-Feb-1996,  638.46
2-Feb-1996,  635.85
5-Feb-1996,  641.43
6-Feb-1996,  646.33
7-Feb-1996,  649.93
8-Feb-1996,  656.07
9-Feb-1996,  656.37
12-Feb-1996, 661.45
13-Feb-1996, 660.51
14-Feb-1996, 655.58
15-Feb-1996, 651.32
16-Feb-1996, 647.98
20-Feb-1996, 640.65
21-Feb-1996, 648.10
22-Feb-1996, 658.86
23-Feb-1996, 659.08
26-Feb-1996, 650.46
27-Feb-1996, 647.24
28-Feb-1996, 644.75
29-Feb-1996, 640.43
1-Mar-1996,  644.37
4-Mar-1996,  650.81
5-Mar-1996,  655.79
6-Mar-1996,  652.00
7-Mar-1996,  653.65
8-Mar-1996,  633.50
11-Mar-1996, 640.02
12-Mar-1996, 637.09
13-Mar-1996, 638.55
14-Mar-1996, 640.87
15-Mar-1996, 641.43
18-Mar-1996, 652.65
19-Mar-1996, 651.69
20-Mar-1996, 649.98
21-Mar-1996, 649.19
22-Mar-1996, 650.62
25-Mar-1996, 650.04
26-Mar-1996, 652.97
27-Mar-1996, 648.91
28-Mar-1996, 648.94
29-Mar-1996, 645.50
1-Apr-1996,  653.73
2-Apr-1996,  655.26
3-Apr-1996,  655.88
4-Apr-1996,  655.86
8-Apr-1996,  644.24
9-Apr-1996,  642.19
10-Apr-1996, 633.50
11-Apr-1996, 631.18
12-Apr-1996, 636.71
15-Apr-1996, 642.49
16-Apr-1996, 645.00
17-Apr-1996, 641.61
18-Apr-1996, 643.61
19-Apr-1996, 645.07
22-Apr-1996, 647.89
23-Apr-1996, 651.58
24-Apr-1996, 650.17
25-Apr-1996, 652.87
26-Apr-1996, 653.46
29-Apr-1996, 654.16
30-Apr-1996, 654.17
1-May-1996,  654.58
2-May-1996,  643.38
3-May-1996,  641.63
6-May-1996,  640.81
7-May-1996,  638.26
8-May-1996,  644.78
9-May-1996,  645.44
10-May-1996, 652.09
13-May-1996, 661.51
14-May-1996, 665.60
15-May-1996, 665.42
16-May-1996, 664.85
17-May-1996, 668.91
20-May-1996, 673.15
21-May-1996, 672.76
22-May-1996, 678.42
23-May-1996, 676.00
24-May-1996, 678.51
28-May-1996, 672.23
29-May-1996, 667.93
30-May-1996, 671.70
31-May-1996, 669.12
3-Jun-1996,  667.68
4-Jun-1996,  672.56
5-Jun-1996,  678.44
6-Jun-1996,  673.03
7-Jun-1996,  673.31
10-Jun-1996, 672.16
11-Jun-1996, 670.97
12-Jun-1996, 669.04
13-Jun-1996, 667.92
14-Jun-1996, 665.85
17-Jun-1996, 665.16
18-Jun-1996, 662.06
19-Jun-1996, 661.96
20-Jun-1996, 662.10
21-Jun-1996, 666.84
24-Jun-1996, 668.85
25-Jun-1996, 668.48
26-Jun-1996, 664.39
27-Jun-1996, 668.55
28-Jun-1996, 670.63
1-Jul-1996,  675.88
2-Jul-1996,  673.61
3-Jul-1996,  672.40
5-Jul-1996,  657.44
8-Jul-1996,  652.54
9-Jul-1996,  654.75
10-Jul-1996, 656.06
11-Jul-1996, 645.67
12-Jul-1996, 646.19
15-Jul-1996, 629.80
16-Jul-1996, 628.37
17-Jul-1996, 634.07
18-Jul-1996, 643.56
19-Jul-1996, 638.73
22-Jul-1996, 633.77
23-Jul-1996, 626.87
24-Jul-1996, 626.65
25-Jul-1996, 631.17
26-Jul-1996, 635.90
29-Jul-1996, 630.91
30-Jul-1996, 635.26
31-Jul-1996, 639.95
1-Aug-1996,  650.02
2-Aug-1996,  662.49
5-Aug-1996,  660.23
6-Aug-1996,  662.38
7-Aug-1996,  664.16
8-Aug-1996,  662.59
9-Aug-1996,  662.10
12-Aug-1996, 665.77
13-Aug-1996, 660.20
14-Aug-1996, 662.05
15-Aug-1996, 662.28
16-Aug-1996, 665.21
19-Aug-1996, 666.58
20-Aug-1996, 665.69
21-Aug-1996, 665.07
22-Aug-1996, 670.68
23-Aug-1996, 667.03
26-Aug-1996, 663.88
27-Aug-1996, 666.40
28-Aug-1996, 664.81
29-Aug-1996, 657.40
30-Aug-1996, 651.99
3-Sep-1996,  654.72
4-Sep-1996,  655.61
5-Sep-1996,  649.44
6-Sep-1996,  655.68
9-Sep-1996,  663.76
10-Sep-1996, 663.81
11-Sep-1996, 667.28
12-Sep-1996, 671.15
13-Sep-1996, 680.54
16-Sep-1996, 683.98
17-Sep-1996, 682.94
18-Sep-1996, 681.47
19-Sep-1996, 683.00
20-Sep-1996, 687.02
23-Sep-1996, 686.48
24-Sep-1996, 685.61
25-Sep-1996, 685.83
26-Sep-1996, 685.86
27-Sep-1996, 686.19
30-Sep-1996, 687.31
1-Oct-1996,  689.08
2-Oct-1996,  694.01
3-Oct-1996,  692.78
4-Oct-1996,  701.46
7-Oct-1996,  703.38
8-Oct-1996,  700.64
9-Oct-1996,  696.74
10-Oct-1996, 694.61
11-Oct-1996, 700.66
14-Oct-1996, 703.54
15-Oct-1996, 702.57
16-Oct-1996, 704.41
17-Oct-1996, 706.99
18-Oct-1996, 710.82
21-Oct-1996, 709.85
22-Oct-1996, 706.57
23-Oct-1996, 707.27
24-Oct-1996, 702.29
25-Oct-1996, 700.92
28-Oct-1996, 697.26
29-Oct-1996, 701.50
30-Oct-1996, 700.90
31-Oct-1996, 705.27
1-Nov-1996,  703.77
4-Nov-1996,  706.73
5-Nov-1996,  714.14
6-Nov-1996,  724.59
7-Nov-1996,  727.65
8-Nov-1996,  730.82
11-Nov-1996, 731.87
12-Nov-1996, 729.56
13-Nov-1996, 731.13
14-Nov-1996, 735.88
15-Nov-1996, 737.62
18-Nov-1996, 737.02
19-Nov-1996, 742.16
20-Nov-1996, 743.95
21-Nov-1996, 742.75
22-Nov-1996, 748.73
25-Nov-1996, 757.03
26-Nov-1996, 755.96
27-Nov-1996, 755.00
29-Nov-1996, 757.02
2-Dec-1996,  756.56
3-Dec-1996,  748.28
4-Dec-1996,  745.10
5-Dec-1996,  744.38
6-Dec-1996,  739.60
9-Dec-1996,  749.76
10-Dec-1996, 747.54
11-Dec-1996, 740.73
12-Dec-1996, 729.30
13-Dec-1996, 728.64
16-Dec-1996, 720.98
17-Dec-1996, 726.04
18-Dec-1996, 731.54
19-Dec-1996, 745.76
20-Dec-1996, 748.87
23-Dec-1996, 746.92
24-Dec-1996, 751.03
26-Dec-1996, 755.82
27-Dec-1996, 756.79
30-Dec-1996, 753.85
31-Dec-1996, 740.74
2-Jan-1997,  737.01
3-Jan-1997,  748.03
6-Jan-1997,  747.65
7-Jan-1997,  753.23
8-Jan-1997,  748.41
9-Jan-1997,  754.85
10-Jan-1997, 759.50
13-Jan-1997, 759.51
14-Jan-1997, 768.86
15-Jan-1997, 767.20
16-Jan-1997, 769.75
17-Jan-1997, 776.17
20-Jan-1997, 776.70
21-Jan-1997, 782.72
22-Jan-1997, 786.23
23-Jan-1997, 777.56
24-Jan-1997, 770.52
27-Jan-1997, 765.02
28-Jan-1997, 765.02
29-Jan-1997, 772.50
30-Jan-1997, 784.17
31-Jan-1997, 786.16
3-Feb-1997,  786.73
4-Feb-1997,  789.26
5-Feb-1997,  778.28
6-Feb-1997,  780.15
7-Feb-1997,  789.56
10-Feb-1997, 785.43
11-Feb-1997, 789.59
12-Feb-1997, 802.77
13-Feb-1997, 811.82
14-Feb-1997, 808.48
18-Feb-1997, 816.29
19-Feb-1997, 812.49
20-Feb-1997, 802.80
21-Feb-1997, 801.77
24-Feb-1997, 810.28
25-Feb-1997, 812.10
26-Feb-1997, 805.68
27-Feb-1997, 795.07
28-Feb-1997, 790.82
3-Mar-1997,  795.31
4-Mar-1997,  790.95
5-Mar-1997,  801.99
6-Mar-1997,  798.56
7-Mar-1997,  804.97
10-Mar-1997, 813.65
11-Mar-1997, 811.34
12-Mar-1997, 804.26
13-Mar-1997, 789.56
14-Mar-1997, 793.17
17-Mar-1997, 795.71
18-Mar-1997, 789.66
19-Mar-1997, 785.77
20-Mar-1997, 782.65
21-Mar-1997, 784.10
24-Mar-1997, 790.89
25-Mar-1997, 789.07
26-Mar-1997, 790.50
27-Mar-1997, 773.88
31-Mar-1997, 757.12
1-Apr-1997,  759.64
2-Apr-1997,  750.11
3-Apr-1997,  750.32
4-Apr-1997,  757.90
7-Apr-1997,  762.13
8-Apr-1997,  766.12
9-Apr-1997,  760.60
10-Apr-1997, 758.34
11-Apr-1997, 737.65
14-Apr-1997, 743.73
15-Apr-1997, 754.72
16-Apr-1997, 763.53
17-Apr-1997, 761.77
18-Apr-1997, 766.34
21-Apr-1997, 760.37
22-Apr-1997, 774.61
23-Apr-1997, 773.64
24-Apr-1997, 771.18
25-Apr-1997, 765.37
28-Apr-1997, 772.96
29-Apr-1997, 794.05
30-Apr-1997, 801.34
1-May-1997,  798.53
2-May-1997,  812.97
5-May-1997,  830.24
6-May-1997,  827.76
7-May-1997,  815.62
8-May-1997,  820.26
9-May-1997,  824.78
12-May-1997, 837.66
13-May-1997, 833.13
14-May-1997, 836.04
15-May-1997, 841.88
16-May-1997, 829.75
19-May-1997, 833.27
20-May-1997, 841.66
21-May-1997, 839.35
22-May-1997, 835.66
23-May-1997, 847.03
27-May-1997, 849.71
28-May-1997, 847.21
29-May-1997, 844.08
30-May-1997, 848.28
2-Jun-1997,  846.36
3-Jun-1997,  845.48
4-Jun-1997,  840.11
5-Jun-1997,  843.43
6-Jun-1997,  858.01
9-Jun-1997,  862.91
10-Jun-1997, 865.27
11-Jun-1997, 869.57
12-Jun-1997, 883.44
13-Jun-1997, 893.27
16-Jun-1997, 893.90
17-Jun-1997, 894.42
18-Jun-1997, 889.06
19-Jun-1997, 897.99
20-Jun-1997, 898.70
23-Jun-1997, 878.62
24-Jun-1997, 896.34
25-Jun-1997, 888.99
26-Jun-1997, 883.68
27-Jun-1997, 887.30
30-Jun-1997, 885.14
1-Jul-1997,  891.03
2-Jul-1997,  904.03
3-Jul-1997,  916.92
7-Jul-1997,  912.20
8-Jul-1997,  918.75
9-Jul-1997,  907.54
10-Jul-1997, 913.78
11-Jul-1997, 916.68
14-Jul-1997, 918.38
